"Dispensing.Practice","IMD","Average.payments.per.weighted.patient"
"Non-dispensing",55.26819927,163.62
"Non-dispensing",11.77347457,148.76
"Non-dispensing",32.48486083,145.94
"Non-dispensing",34.85529364,146.32
"Non-dispensing",50.34999046,134.11
"Non-dispensing",51.31819808,148.96
"Non-dispensing",24.2178699,130.32
"Non-dispensing",35.95541867,140.22
"Non-dispensing",23.90964545,140
"Non-dispensing",23.38003644,161.45
"Non-dispensing",47.20940439,148.99
"Non-dispensing",36.74617914,158.85
"Non-dispensing",35.8480394,150.18
"Non-dispensing",32.72458014,137.14
"Non-dispensing",42.72908628,143.97
"Non-dispensing",48.0096639,140.31
"Non-dispensing",43.43182943,147.78
"Non-dispensing",34.69808059,153.44
"Non-dispensing",32.43634853,144.17
"Non-dispensing",40.79082881,154.61
"Non-dispensing",19.27411564,151.08
"Non-dispensing",41.04777066,149.22
"Non-dispensing",51.04793215,150.29
"Non-dispensing",42.6600011,184.12
"Non-dispensing",42.53214728,148.07
"Non-dispensing",55.55044902,169.76
"Non-dispensing",31.54075457,158.95
"Non-dispensing",45.68139759,162.29
"Non-dispensing",35.47525929,136.24
"Non-dispensing",43.10176408,138.14
"Non-dispensing",28.80712187,146.51
"Non-dispensing",34.47269946,146.42
"Non-dispensing",38.21275102,148.63
"Non-dispensing",49.77972779,142.43
"Non-dispensing",56.19942092,146.79
"Non-dispensing",49.27885532,146.99
"Non-dispensing",37.99069076,143.33
"Non-dispensing",32.59397452,156.29
"Non-dispensing",44.31229386,145.05
"Non-dispensing",40.27099593,157.67
"Non-dispensing",17.7561139,142.34
"Non-dispensing",49.65800341,137.7
"Non-dispensing",39.26902243,134.06
"Non-dispensing",53.68769743,151.8
"Non-dispensing",32.12515469,169.64
"Non-dispensing",51.0932479,143.72
"Non-dispensing",50.48957566,136.72
"Non-dispensing",46.63025429,138.13
"Non-dispensing",39.12191001,142.38
"Non-dispensing",39.36116997,151.96
"Non-dispensing",26.48946984,153.04
"Non-dispensing",48.84192024,152.41
"Non-dispensing",49.23075539,146.35
"Non-dispensing",49.38278644,150.25
"Non-dispensing",51.93622353,162.52
"Non-dispensing",44.12344324,137.6
"Non-dispensing",29.52519445,141.57
"Non-dispensing",31.14211154,190.28
"Non-dispensing",49.58279292,152.02
"Non-dispensing",18.48437342,170.38
"Non-dispensing",50.65960815,143.75
"Non-dispensing",29.84109695,148.33
"Non-dispensing",31.48321924,144.28
"Non-dispensing",46.58739344,206.85
"Non-dispensing",13.73092706,164.83
"Non-dispensing",43.84565951,135.45
"Non-dispensing",38.19208864,150.29
"Non-dispensing",46.66039236,207.35
"Non-dispensing",36.47489123,165.27
"Non-dispensing",35.2045328,161.3
"Non-dispensing",37.34388677,150.38
"Non-dispensing",48.15948038,141.77
"Non-dispensing",40.26212504,132.61
"Non-dispensing",45.29953014,168.29
"Non-dispensing",50.51711948,132.42
"Non-dispensing",28.45389104,131.05
"Non-dispensing",50.19489421,143.86
"Non-dispensing",48.88424963,146.38
"Non-dispensing",51.46031155,138.87
"Non-dispensing",39.47813828,179.31
"Non-dispensing",46.28188822,224.13
"Non-dispensing",26.68534594,137.3
"Non-dispensing",36.19347939,132.93
"Non-dispensing",51.45646277,161.77
"Non-dispensing",51.24504951,142.09
"Non-dispensing",53.42810088,141.63
"Non-dispensing",46.46707376,136.32
"Non-dispensing",32.5674955,142.12
"Non-dispensing",50.16175815,139.59
"Non-dispensing",45.69973232,161.48
"Non-dispensing",45.67910835,191.02
"Non-dispensing",48.20520868,144.26
"Non-dispensing",44.7608601,104.37
"Non-dispensing",47.95713292,124.31
"Non-dispensing",41.46521451,168.57
"Non-dispensing",51.56869371,131.43
"Non-dispensing",28.32016017,145.51
"Non-dispensing",46.0815334,153.97
"Non-dispensing",40.9039429,137.22
"Non-dispensing",50.28491593,134.03
"Non-dispensing",51.87581201,153.78
"Non-dispensing",46.74586293,151.02
"Non-dispensing",40.35419974,160.35
"Non-dispensing",45.36696469,187.36
"Non-dispensing",53.08844703,141.17
"Non-dispensing",53.00536359,145.17
"Non-dispensing",35.46590159,180.1
"Non-dispensing",38.10866893,173.44
"Non-dispensing",28.03313105,144.81
"Non-dispensing",48.87991335,152.02
"Non-dispensing",50.03319736,167.53
"Non-dispensing",21.32166588,145.92
"Non-dispensing",49.2488489,132.71
"Non-dispensing",27.60817219,140.5
"Non-dispensing",49.38287795,178.9
"Non-dispensing",37.25794047,147.65
"Non-dispensing",49.4805743,141.75
"Non-dispensing",41.24131385,137.83
"Non-dispensing",36.7646149,144.65
"Non-dispensing",22.81307906,133.5
"Non-dispensing",14.14302855,132.91
"Non-dispensing",33.59654666,164.27
"Non-dispensing",18.22684926,132.18
"Non-dispensing",12.45619067,134.79
"Non-dispensing",26.47326845,124.95
"Non-dispensing",27.70260212,121.69
"Non-dispensing",24.48179941,146.03
"Non-dispensing",34.47184699,146.55
"Non-dispensing",22.48145403,125.81
"Non-dispensing",23.76615,138.93
"Non-dispensing",38.3066803,123.73
"Non-dispensing",24.19288487,128.78
"Non-dispensing",21.00031699,128.94
"Non-dispensing",20.73651856,127.22
"Non-dispensing",50.58509233,133.09
"Non-dispensing",21.70659091,172.81
"Non-dispensing",16.14309715,130.03
"Non-dispensing",36.73206332,145.5
"Non-dispensing",17.29412668,133.35
"Non-dispensing",14.27609523,133.56
"Non-dispensing",27.50946403,137.57
"Non-dispensing",37.88576412,142.85
"Non-dispensing",22.16786288,151.9
"Non-dispensing",40.73852556,129.82
"Non-dispensing",17.37747692,149.84
"Non-dispensing",19.14837319,129.3
"Non-dispensing",12.49138006,130.84
"Non-dispensing",20.5275717,133.39
"Non-dispensing",27.71013057,136.78
"Non-dispensing",26.06362631,127.48
"Non-dispensing",34.1773457,128.82
"Non-dispensing",21.14562165,134.97
"Non-dispensing",31.72177985,145.23
"Non-dispensing",21.75741463,165.94
"Non-dispensing",25.85989515,116.84
"Non-dispensing",36.94054996,122.14
"Non-dispensing",31.24738327,167.57
"Non-dispensing",13.55639716,131.77
"Non-dispensing",33.09659895,134.44
"Non-dispensing",35.4846735,124.3
"Non-dispensing",37.89047926,122.46
"Non-dispensing",22.99803993,123.06
"Non-dispensing",14.79892327,123.27
"Non-dispensing",10.83640594,153.68
"Non-dispensing",19.27222919,194.76
"Non-dispensing",33.6705984,151.24
"Non-dispensing",22.11563362,160.38
"Non-dispensing",17.85595818,154
"Non-dispensing",27.00871626,164.52
"Non-dispensing",35.05098014,178.36
"Non-dispensing",15.85655814,175.58
"Non-dispensing",41.09091265,140.59
"Non-dispensing",31.89876489,141.6
"Non-dispensing",13.67832774,136.62
"Non-dispensing",21.09403736,140.24
"Non-dispensing",23.36949584,168.51
"Non-dispensing",42.68591959,134.56
"Non-dispensing",16.53659435,165.54
"Non-dispensing",29.00631072,141.56
"Non-dispensing",17.33527985,142.93
"Non-dispensing",30.94382404,131.97
"Non-dispensing",16.40529781,165.32
"Non-dispensing",26.14387475,144.68
"Non-dispensing",40.73879569,121.57
"Non-dispensing",36.45457046,174.26
"Non-dispensing",27.86684681,153.84
"Non-dispensing",32.86581489,140.48
"Non-dispensing",27.78994706,134.3
"Non-dispensing",27.06470296,171.95
"Non-dispensing",42.59462,126.1
"Non-dispensing",14.28017838,163.13
"Non-dispensing",19.21228207,149.21
"Non-dispensing",42.06084717,140.27
"Non-dispensing",17.08157098,163.58
"Non-dispensing",41.29668112,121.95
"Non-dispensing",35.75470781,120.75
"Non-dispensing",37.04921094,177.39
"Non-dispensing",15.1404589,149
"Non-dispensing",18.10646862,138.26
"Non-dispensing",27.9036404,140.06
"Non-dispensing",26.8582927,146.08
"Non-dispensing",37.19791641,177.32
"Non-dispensing",24.24079953,143.42
"Non-dispensing",42.46739416,163.8
"Non-dispensing",37.17732146,141.99
"Non-dispensing",26.99532582,156.18
"Non-dispensing",33.28313201,161.39
"Non-dispensing",39.88080098,152.91
"Non-dispensing",35.84966982,144.62
"Non-dispensing",35.8517856,140.49
"Non-dispensing",37.24243912,129.92
"Non-dispensing",46.95782507,136.56
"Non-dispensing",38.66720698,138.18
"Non-dispensing",35.7606985,135.4
"Non-dispensing",20.72523482,139.52
"Non-dispensing",33.26620536,145.43
"Non-dispensing",33.82832976,165.17
"Non-dispensing",33.02805311,134.88
"Non-dispensing",26.57309914,144
"Non-dispensing",18.13762234,151.47
"Non-dispensing",36.13767077,146.2
"Non-dispensing",42.35550347,327.86
"Non-dispensing",33.14258697,237.12
"Non-dispensing",32.33406635,146.86
"Non-dispensing",32.39483451,117.97
"Non-dispensing",37.46497665,134.83
"Non-dispensing",39.47013433,178.93
"Non-dispensing",37.75756008,135.99
"Non-dispensing",41.27420897,152.99
"Non-dispensing",26.84202303,157.95
"Non-dispensing",27.57074106,141.49
"Non-dispensing",41.56624063,155.52
"Non-dispensing",38.51648786,142.52
"Non-dispensing",38.48861485,135.62
"Non-dispensing",44.22928113,383.14
"Non-dispensing",37.13130635,150.75
"Non-dispensing",34.07233018,129.96
"Non-dispensing",38.77521142,151.57
"Non-dispensing",33.16312664,137.72
"Non-dispensing",40.20703523,155.48
"Non-dispensing",42.93012254,165.56
"Non-dispensing",36.74766811,139.37
"Non-dispensing",37.92428375,130.05
"Non-dispensing",35.90147178,186.99
"Non-dispensing",35.74773347,138.98
"Non-dispensing",42.26871867,170.8
"Non-dispensing",34.36137729,133.43
"Non-dispensing",36.63917467,138.27
"Non-dispensing",29.58763596,148.1
"Non-dispensing",39.2990754,167.91
"Non-dispensing",37.6422022,167.02
"Non-dispensing",24.2590998,151.21
"Non-dispensing",42.50626671,142.76
"Non-dispensing",12.059103,166.95
"Non-dispensing",12.94409761,139.86
"Non-dispensing",18.88210736,139.72
"Non-dispensing",46.62157348,162.65
"Non-dispensing",27.34267218,144.66
"Non-dispensing",5.422489259,159.08
"Non-dispensing",45.60095042,160.15
"Non-dispensing",45.38184211,165.86
"Non-dispensing",16.73782467,143.46
"Non-dispensing",8.768735204,159.42
"Non-dispensing",9.640883583,140.92
"Non-dispensing",18.78659253,138.5
"Non-dispensing",20.39513441,155.14
"Non-dispensing",25.82098605,140.57
"Non-dispensing",30.81267682,169.14
"Non-dispensing",42.12758066,151.11
"Non-dispensing",5.709274621,155.87
"Non-dispensing",8.07856463,180.23
"Non-dispensing",24.90366268,138.36
"Non-dispensing",47.98444633,132.88
"Non-dispensing",28.57536186,177.45
"Non-dispensing",22.63716185,178.59
"Non-dispensing",38.21851492,145.73
"Dispensing",22.13448852,144.29
"Non-dispensing",14.61807272,175.4
"Non-dispensing",27.44859692,132.51
"Non-dispensing",35.23698293,156.81
"Non-dispensing",39.55560809,158.85
"Non-dispensing",33.59081046,151.85
"Non-dispensing",27.73198085,139.05
"Non-dispensing",14.7342225,170.95
"Non-dispensing",39.62364513,129.09
"Non-dispensing",23.62172185,172.44
"Non-dispensing",16.40675757,150.01
"Non-dispensing",35.52004926,154.94
"Non-dispensing",21.22831572,146.85
"Non-dispensing",40.7259984,140.71
"Non-dispensing",34.53507562,171.19
"Non-dispensing",42.66414334,215.47
"Non-dispensing",16.43105263,148.17
"Non-dispensing",35.33144905,136.6
"Non-dispensing",35.85059472,150
"Non-dispensing",50.44507478,199.13
"Non-dispensing",44.04116829,117.27
"Non-dispensing",28.20304432,135.93
"Non-dispensing",48.65956826,143.22
"Non-dispensing",43.82024556,113.81
"Non-dispensing",42.9196462,168.42
"Non-dispensing",30.87731426,151.44
"Non-dispensing",39.55596494,161.74
"Non-dispensing",29.82538032,136.95
"Non-dispensing",39.73033672,138.33
"Non-dispensing",26.62302592,132.56
"Non-dispensing",38.02418008,149.47
"Non-dispensing",28.19623465,157.07
"Non-dispensing",37.69390443,140.1
"Non-dispensing",43.84051132,134.64
"Non-dispensing",6.296418147,171.77
"Non-dispensing",25.75525836,128.44
"Non-dispensing",42.61541849,130.88
"Non-dispensing",40.17855726,136.16
"Non-dispensing",21.78032476,141.9
"Non-dispensing",41.17965926,182.11
"Non-dispensing",39.7277516,151.22
"Non-dispensing",22.53921172,132.17
"Non-dispensing",43.19853701,152.29
"Non-dispensing",39.93747877,143.16
"Non-dispensing",40.39189756,127.21
"Non-dispensing",27.8039808,133.06
"Non-dispensing",36.52108948,148.77
"Non-dispensing",21.34489514,139.37
"Non-dispensing",34.48389476,138.64
"Non-dispensing",17.92259455,156.25
"Non-dispensing",30.1565779,149.72
"Non-dispensing",14.38388653,139.16
"Non-dispensing",15.53750153,152.07
"Non-dispensing",34.54760185,141.78
"Non-dispensing",38.75961714,138.95
"Non-dispensing",31.62128745,122.39
"Non-dispensing",38.59936571,125.73
"Non-dispensing",38.70069336,127.96
"Non-dispensing",40.11078308,140.08
"Non-dispensing",30.397569,129.12
"Non-dispensing",29.86602113,151.69
"Non-dispensing",37.69592246,168.31
"Non-dispensing",23.87127069,186.28
"Non-dispensing",30.79391454,133.5
"Non-dispensing",36.07020889,131.66
"Non-dispensing",31.82594299,147.18
"Non-dispensing",32.07483595,125.03
"Non-dispensing",20.8946677,134.55
"Non-dispensing",22.76483679,134.52
"Non-dispensing",33.92417674,127.14
"Non-dispensing",29.20865231,138.3
"Non-dispensing",38.18712799,148.04
"Non-dispensing",40.02834507,137.31
"Non-dispensing",30.57219133,143.75
"Non-dispensing",42.48235273,164.81
"Non-dispensing",31.43557143,144.84
"Non-dispensing",41.0543729,124
"Non-dispensing",41.82417301,134.72
"Non-dispensing",13.50777591,181.36
"Non-dispensing",6.519949105,166.8
"Non-dispensing",12.7977799,160.24
"Dispensing",13.71195148,303.47
"Non-dispensing",17.9936518,139.94
"Non-dispensing",10.94928669,180.37
"Non-dispensing",10.75661612,158.5
"Non-dispensing",14.15011628,186.78
"Non-dispensing",24.09347885,169.61
"Non-dispensing",23.35612277,156.63
"Non-dispensing",17.51187248,172.59
"Non-dispensing",7.066151117,139.61
"Non-dispensing",27.65472561,156.58
"Dispensing",8.178887648,197.97
"Non-dispensing",44.99285503,172.27
"Non-dispensing",9.988837739,139.24
"Non-dispensing",7.485777112,163.7
"Non-dispensing",27.50227453,164.09
"Non-dispensing",14.79064209,168.65
"Non-dispensing",14.72284415,161.87
"Non-dispensing",19.10387446,133.18
"Non-dispensing",16.38158897,173.87
"Dispensing",11.298354,213.12
"Non-dispensing",8.912273527,150.46
"Non-dispensing",11.48353513,163.8
"Non-dispensing",4.600723435,194.85
"Non-dispensing",14.410871,153.7
"Non-dispensing",25.84421114,153.29
"Non-dispensing",23.63150957,163.17
"Non-dispensing",32.76644749,135.08
"Dispensing",14.90724747,265.15
"Non-dispensing",14.27118768,160.46
"Non-dispensing",27.65121859,145.9
"Non-dispensing",23.85590291,140.25
"Non-dispensing",9.228123677,146.95
"Non-dispensing",20.22076471,138.07
"Non-dispensing",29.44141971,148.06
"Non-dispensing",14.2497864,151.24
"Non-dispensing",13.84845932,159.12
"Non-dispensing",30.13720231,133.61
"Dispensing",13.39319814,171.45
"Non-dispensing",21.12041154,150.15
"Non-dispensing",15.53488242,157.04
"Non-dispensing",16.07639501,152.24
"Non-dispensing",25.92262812,162.9
"Non-dispensing",39.58722906,138.57
"Non-dispensing",15.67732836,160.72
"Non-dispensing",29.28015481,165.36
"Non-dispensing",29.94145151,138.79
"Non-dispensing",12.99010938,132.93
"Non-dispensing",13.16684443,162.75
"Non-dispensing",19.23384248,143.33
"Non-dispensing",16.10894606,174.25
"Non-dispensing",33.9281078,147.85
"Non-dispensing",36.81270762,157.73
"Non-dispensing",28.42997748,156.74
"Non-dispensing",32.48194264,146.19
"Non-dispensing",13.61848896,153.91
"Non-dispensing",27.30380295,151.17
"Dispensing",10.47624187,326.47
"Non-dispensing",16.7788588,167.48
"Dispensing",10.83400148,301.17
"Non-dispensing",34.98904268,148.55
"Non-dispensing",30.94952414,142.19
"Non-dispensing",9.571147578,142.03
"Dispensing",8.010793394,224.34
"Non-dispensing",20.45272689,159.48
"Non-dispensing",21.99992038,161.91
"Non-dispensing",18.11382701,155.18
"Non-dispensing",20.39787522,164.21
"Non-dispensing",24.78814499,144.74
"Non-dispensing",10.53759897,147.56
"Non-dispensing",16.16043007,193.78
"Non-dispensing",7.829880924,176.8
"Non-dispensing",12.64025506,147.38
"Non-dispensing",16.94661967,160.75
"Non-dispensing",24.18215918,157.2
"Non-dispensing",14.00806612,176.53
"Non-dispensing",20.06825164,164.65
"Non-dispensing",23.6300085,158.3
"Non-dispensing",39.418339,144.69
"Non-dispensing",29.05487687,141.26
"Non-dispensing",12.13356348,158.72
"Non-dispensing",14.01128582,150
"Non-dispensing",23.23734187,137.18
"Non-dispensing",7.089175526,134.03
"Non-dispensing",19.34534116,154.84
"Non-dispensing",11.51814776,221.38
"Non-dispensing",21.01270105,143.87
"Non-dispensing",21.73500027,155.05
"Non-dispensing",27.12436094,150.54
"Non-dispensing",32.34780764,143.22
"Non-dispensing",14.94361238,162.06
"Non-dispensing",36.47853116,139.45
"Dispensing",7.082192752,221.8
"Non-dispensing",19.82444346,156.22
"Non-dispensing",11.12375323,138.05
"Non-dispensing",28.82137639,158.18
"Non-dispensing",13.96426984,150.24
"Non-dispensing",26.69494482,164.94
"Non-dispensing",38.9182274,136.6
"Dispensing",17.02595611,283.12
"Non-dispensing",38.26337967,145.17
"Dispensing",7.730590945,159.45
"Dispensing",10.13661023,152.15
"Non-dispensing",38.43005999,184.08
"Non-dispensing",32.37054266,172.25
"Non-dispensing",16.09486912,170.87
"Non-dispensing",31.88848017,155.36
"Non-dispensing",13.73291461,139.47
"Non-dispensing",36.42135656,178.65
"Non-dispensing",17.59855944,136.72
"Non-dispensing",52.37298663,156.09
"Non-dispensing",53.41902739,159.39
"Non-dispensing",50.17548082,157.43
"Non-dispensing",41.84926568,181.5
"Non-dispensing",21.14330543,148.48
"Non-dispensing",62.75967079,152.94
"Non-dispensing",27.40059058,156.21
"Non-dispensing",54.37046084,153.6
"Non-dispensing",54.89415222,145.9
"Non-dispensing",55.33712007,167
"Non-dispensing",29.08188112,163.46
"Non-dispensing",19.26648858,168.8
"Non-dispensing",55.17386664,148.07
"Non-dispensing",38.91565007,160.14
"Non-dispensing",26.94760565,154.13
"Non-dispensing",55.14210064,141.8
"Non-dispensing",34.80999056,154.54
"Non-dispensing",17.54829272,148.82
"Non-dispensing",25.5384045,189.48
"Non-dispensing",40.22624942,149.1
"Non-dispensing",59.24808292,176.35
"Non-dispensing",62.09347696,145.99
"Non-dispensing",38.47539482,154.98
"Non-dispensing",56.87940464,161.98
"Non-dispensing",29.63305874,160.35
"Non-dispensing",46.73413155,157.84
"Non-dispensing",47.15777344,157.62
"Non-dispensing",29.55298827,172.54
"Non-dispensing",23.06401212,148.87
"Non-dispensing",53.33626444,149.67
"Non-dispensing",20.67962795,158.13
"Non-dispensing",61.87836274,155.09
"Non-dispensing",44.0072284,155.64
"Non-dispensing",21.20452249,178.49
"Non-dispensing",45.81569181,158.32
"Non-dispensing",57.29216869,168.48
"Non-dispensing",57.96404891,135.58
"Non-dispensing",61.46635388,154.81
"Non-dispensing",24.87365207,160.74
"Non-dispensing",58.09345991,186.93
"Non-dispensing",39.23162981,135.54
"Non-dispensing",41.96405706,152.79
"Non-dispensing",27.39764957,153.77
"Non-dispensing",54.22155705,144.24
"Non-dispensing",53.32558174,145.8
"Non-dispensing",55.114233,143.59
"Non-dispensing",48.51247514,199.53
"Non-dispensing",55.0188729,155.48
"Non-dispensing",23.88310938,178.71
"Non-dispensing",42.11303077,169.19
"Non-dispensing",42.46864189,149.49
"Non-dispensing",63.80327628,182.08
"Non-dispensing",56.17562183,192.01
"Non-dispensing",68.72101509,167.96
"Non-dispensing",65.10443302,144.78
"Non-dispensing",60.22303939,173.72
"Non-dispensing",37.95795146,157.29
"Non-dispensing",21.79064939,151.02
"Non-dispensing",18.24392061,146.29
"Non-dispensing",16.93737477,157.02
"Non-dispensing",51.46606091,162.25
"Non-dispensing",52.10604597,159.94
"Non-dispensing",59.81503097,139.57
"Non-dispensing",60.82609753,146.95
"Non-dispensing",29.68730919,157
"Non-dispensing",30.51688704,154.25
"Non-dispensing",27.56843147,142.46
"Non-dispensing",43.55073896,164.59
"Non-dispensing",39.12309444,142.76
"Non-dispensing",56.30779378,156.83
"Non-dispensing",53.64429297,141.02
"Non-dispensing",37.30976099,152.4
"Non-dispensing",56.28239607,148.79
"Non-dispensing",64.95702979,150.22
"Non-dispensing",53.9939223,149.72
"Non-dispensing",53.55076549,151.1
"Non-dispensing",39.9596575,150.51
"Non-dispensing",21.81042294,176.87
"Non-dispensing",58.5084167,146.79
"Non-dispensing",65.24860477,200.74
"Non-dispensing",58.09962848,148.98
"Non-dispensing",60.50220241,143.49
"Non-dispensing",22.4083829,145.36
"Non-dispensing",51.48658595,190
"Non-dispensing",36.6659522,136.71
"Non-dispensing",29.47322444,134.81
"Non-dispensing",36.29759661,163.72
"Non-dispensing",31.00884838,133.53
"Non-dispensing",36.68982849,132.16
"Non-dispensing",37.7305128,153.52
"Non-dispensing",45.32687176,126.88
"Non-dispensing",55.87141632,160.35
"Non-dispensing",18.2024757,128.43
"Non-dispensing",32.38957999,137.2
"Non-dispensing",33.6907112,182.04
"Non-dispensing",43.55617179,180.78
"Non-dispensing",51.28882798,167.21
"Non-dispensing",37.52473566,133.85
"Non-dispensing",57.81512768,144.31
"Non-dispensing",13.08220098,151.63
"Non-dispensing",26.44189406,185.53
"Non-dispensing",39.19177114,135.7
"Non-dispensing",45.66113006,159.21
"Non-dispensing",32.73418563,154.41
"Non-dispensing",59.18200226,202.2
"Non-dispensing",37.61051572,210.37
"Non-dispensing",31.171858,159.51
"Non-dispensing",37.14793422,192.89
"Non-dispensing",37.59744088,155.41
"Non-dispensing",38.98703925,187.64
"Non-dispensing",49.68355023,183.31
"Non-dispensing",56.14603765,166.26
"Non-dispensing",32.60021021,301.21
"Non-dispensing",13.81109671,144.83
"Non-dispensing",43.03043907,276.8
"Non-dispensing",32.38673529,135.47
"Non-dispensing",26.81069852,172.03
"Non-dispensing",14.76001846,128.75
"Non-dispensing",34.59477673,128.69
"Non-dispensing",20.48737079,129.94
"Non-dispensing",30.04443322,138.3
"Non-dispensing",55.00091653,168.66
"Non-dispensing",54.93717797,164.52
"Non-dispensing",33.92027729,172.98
"Non-dispensing",29.37579671,180.53
"Non-dispensing",41.44375653,172.75
"Non-dispensing",38.08443249,177.35
"Non-dispensing",48.86809013,225.74
"Non-dispensing",18.18013324,133.62
"Non-dispensing",25.71625703,157.82
"Non-dispensing",38.80908567,132.52
"Non-dispensing",52.45162352,202.23
"Non-dispensing",56.14193373,203.5
"Non-dispensing",28.59144849,135.09
"Non-dispensing",33.96336037,131.14
"Non-dispensing",43.65387857,157.81
"Non-dispensing",21.13237477,126.4
"Non-dispensing",36.59512351,194
"Non-dispensing",21.46562141,146.63
"Non-dispensing",49.12781182,143.41
"Non-dispensing",12.86475154,147.88
"Non-dispensing",40.94076819,141.28
"Non-dispensing",24.57078212,151.82
"Non-dispensing",9.6054615,184.8
"Non-dispensing",31.94336611,143.15
"Non-dispensing",20.67579286,157.13
"Non-dispensing",16.11693333,145.83
"Non-dispensing",25.52414691,145.9
"Non-dispensing",16.43284198,167.13
"Non-dispensing",24.05457953,155.13
"Non-dispensing",19.24345766,185.11
"Non-dispensing",52.22679022,139.79
"Non-dispensing",57.81568173,144.4
"Non-dispensing",18.74857716,165.27
"Non-dispensing",9.367532537,151.04
"Non-dispensing",50.19989498,133.59
"Non-dispensing",17.53261779,156.83
"Non-dispensing",31.32944372,152.32
"Non-dispensing",45.30313014,145.7
"Non-dispensing",17.22096727,154.1
"Non-dispensing",13.49097771,155.78
"Non-dispensing",19.37393361,136.18
"Non-dispensing",39.07576751,146.55
"Non-dispensing",54.39626584,154.98
"Non-dispensing",42.52545452,155.84
"Non-dispensing",53.02255588,134.87
"Non-dispensing",36.03102298,136.34
"Non-dispensing",18.37748749,168.39
"Non-dispensing",49.47533662,149.53
"Non-dispensing",20.91866114,140.51
"Non-dispensing",59.3280374,136.38
"Non-dispensing",38.90752685,153.82
"Non-dispensing",17.88498744,177.02
"Non-dispensing",18.69071232,182.77
"Non-dispensing",47.43615756,164.36
"Non-dispensing",19.8307799,180.01
"Non-dispensing",9.358772521,71.96
"Non-dispensing",29.92765064,135.88
"Non-dispensing",18.26367693,196.83
"Non-dispensing",11.6899873,245.83
"Non-dispensing",20.52947865,139.56
"Non-dispensing",42.63217947,128.14
"Non-dispensing",13.1689004,139.11
"Non-dispensing",17.76850818,156.28
"Non-dispensing",17.12283372,169.88
"Non-dispensing",18.52361771,162.65
"Non-dispensing",9.836758177,146.14
"Non-dispensing",12.20380772,165.58
"Non-dispensing",35.04229639,147.34
"Non-dispensing",32.16618687,173.98
"Non-dispensing",21.42559543,144.81
"Non-dispensing",24.75569284,176.51
"Non-dispensing",37.80638687,162.94
"Non-dispensing",45.39666326,139.49
"Non-dispensing",51.98702804,185.87
"Non-dispensing",27.08130728,169.39
"Non-dispensing",51.84142637,145.28
"Non-dispensing",40.69109063,155
"Non-dispensing",57.27353392,171.71
"Non-dispensing",25.66570311,143.81
"Non-dispensing",34.5930261,153.54
"Non-dispensing",44.1310974,164.92
"Non-dispensing",26.15321129,184.75
"Non-dispensing",41.97710326,192.94
"Non-dispensing",31.24732839,117.64
"Non-dispensing",49.18518144,165.27
"Non-dispensing",10.20857323,160.07
"Non-dispensing",42.29055538,151.22
"Non-dispensing",58.60357272,134.19
"Non-dispensing",31.56347475,307.17
"Non-dispensing",39.11456622,148.93
"Non-dispensing",25.09697279,140.43
"Non-dispensing",19.32898908,163.94
"Non-dispensing",29.42154947,159.72
"Non-dispensing",37.44317877,181.99
"Non-dispensing",25.46756478,150.45
"Non-dispensing",19.16430658,158.74
"Non-dispensing",24.31397411,147.75
"Non-dispensing",12.12771394,141.36
"Non-dispensing",40.63594602,174.34
"Non-dispensing",12.79552698,149.38
"Non-dispensing",25.78177237,181.74
"Non-dispensing",48.27601317,180.08
"Non-dispensing",53.80529172,145.4
"Non-dispensing",21.68738731,171.02
"Non-dispensing",57.77793575,142.4
"Non-dispensing",50.41840586,165.36
"Non-dispensing",34.0515925,142.36
"Non-dispensing",32.6836494,153.77
"Dispensing",20.7206171,157.28
"Non-dispensing",17.18349687,143.17
"Non-dispensing",30.90484048,140.35
"Dispensing",11.29747525,281.15
"Non-dispensing",39.80965753,141.05
"Non-dispensing",9.071198768,150.54
"Non-dispensing",19.18063242,162.83
"Non-dispensing",12.06467789,135.68
"Non-dispensing",15.32445224,174.52
"Non-dispensing",52.843693,153.23
"Dispensing",8.537253728,191.23
"Non-dispensing",11.11603465,173.81
"Non-dispensing",41.14471923,165.39
"Non-dispensing",32.03468424,133.75
"Non-dispensing",32.59260841,144.72
"Non-dispensing",33.42169734,195.51
"Dispensing",11.9033613,160.97
"Non-dispensing",22.12254778,197.67
"Non-dispensing",33.0623945,166.14
"Non-dispensing",19.01989226,160.87
"Non-dispensing",48.40216025,126.17
"Non-dispensing",33.971776,157.05
"Non-dispensing",15.82940548,153.7
"Non-dispensing",22.35763832,179.28
"Non-dispensing",37.61749851,129.11
"Non-dispensing",7.440777576,162.53
"Non-dispensing",11.24416689,137.11
"Non-dispensing",60.00729864,172.13
"Non-dispensing",61.12008171,151.02
"Non-dispensing",21.70140709,161.28
"Non-dispensing",11.31915182,143.92
"Non-dispensing",37.66859273,166.09
"Non-dispensing",37.479172,143.06
"Non-dispensing",31.30863335,155.97
"Non-dispensing",24.75352454,174.44
"Non-dispensing",39.50875267,169.45
"Non-dispensing",12.07299127,166.93
"Non-dispensing",21.3190981,162.51
"Non-dispensing",32.65878466,147.41
"Non-dispensing",12.64322949,159.94
"Non-dispensing",34.42868776,143.39
"Non-dispensing",20.65754489,156.93
"Non-dispensing",56.9447426,156.22
