"Dispensing.Practice","IMD","Average.payments.per.registered.patient"
"Non-dispensing",28.17544106,164.21
"Non-dispensing",27.96069817,137.36
"Non-dispensing",17.44299832,175.62
"Non-dispensing",31.97778752,140.32
"Non-dispensing",28.51805573,189.17
"Non-dispensing",58.89856529,159.28
"Non-dispensing",22.75866226,132.67
"Non-dispensing",19.17266505,155.5
"Non-dispensing",17.24547009,160.49
"Non-dispensing",40.14222342,204.67
"Non-dispensing",29.15254867,152.07
"Non-dispensing",51.1331348,168.61
"Non-dispensing",31.31745396,179.58
"Non-dispensing",20.80453339,153.69
"Non-dispensing",53.83533987,147.99
"Non-dispensing",45.29677592,155.1
"Non-dispensing",54.92904858,156.14
"Non-dispensing",50.18600592,138.71
"Non-dispensing",23.46536245,133.74
"Non-dispensing",22.50749262,115.63
"Non-dispensing",58.24951655,119.67
"Non-dispensing",11.83943536,159.55
"Non-dispensing",47.7771474,167.01
"Non-dispensing",50.43883834,142.43
"Non-dispensing",15.99633045,166.6
"Non-dispensing",15.86400833,158.12
"Non-dispensing",39.59763308,152.82
"Non-dispensing",13.66249336,173.89
"Non-dispensing",40.74108229,144.06
"Non-dispensing",40.04821315,154.8
"Non-dispensing",41.31232545,545.86
"Non-dispensing",32.00987863,146.65
"Dispensing",11.24316352,258.35
"Non-dispensing",54.71909991,139.6
"Non-dispensing",17.5920892,172.16
"Dispensing",13.50421593,263.72
"Non-dispensing",16.74463916,158.28
"Non-dispensing",13.68217197,191.38
"Non-dispensing",35.28744408,162.64
"Non-dispensing",30.70582649,157.47
"Non-dispensing",36.85780295,197.23
"Non-dispensing",27.50419122,168.52
"Non-dispensing",32.9773685,173.54
"Non-dispensing",34.94939191,179.53
"Non-dispensing",27.5748359,172.01
"Non-dispensing",32.09870092,173.94
"Non-dispensing",15.07659927,160.58
"Non-dispensing",27.98383256,152.01
"Dispensing",33.22614554,265.43
"Non-dispensing",28.97830683,173.24
"Non-dispensing",33.98335137,159.57
"Non-dispensing",17.84480676,137.9
"Non-dispensing",18.22648745,168.06
"Non-dispensing",31.31072747,186.71
"Non-dispensing",32.25274942,165.13
"Non-dispensing",33.1276833,157.81
"Non-dispensing",38.53114206,227.03
"Non-dispensing",20.86203537,158.83
"Non-dispensing",19.57530071,168.3
"Dispensing",28.95033685,187.5
"Non-dispensing",20.19556002,167.24
"Non-dispensing",31.81604811,161.28
"Non-dispensing",29.8425501,161.53
"Non-dispensing",34.01019613,210.96
"Non-dispensing",24.43174055,165.08
"Non-dispensing",45.48658257,186.19
"Non-dispensing",26.25933669,154.95
"Non-dispensing",16.08055098,152.67
"Non-dispensing",41.20352472,133.8
"Non-dispensing",21.62666377,198.49
"Non-dispensing",13.86505885,183.48
"Non-dispensing",14.5777523,166.99
"Non-dispensing",18.4063677,179.13
"Non-dispensing",22.01115616,164.33
"Non-dispensing",34.21529624,146.37
"Non-dispensing",23.48144771,165.77
"Non-dispensing",27.40460307,154.82
"Non-dispensing",36.24544708,149.2
"Non-dispensing",16.91282195,164.94
"Non-dispensing",22.18961269,174.52
"Dispensing",6.459631411,324.37
"Non-dispensing",29.3832148,153.57
"Non-dispensing",24.45171901,167.78
"Dispensing",10.33837912,257.5
"Non-dispensing",13.24029852,146.2
"Dispensing",13.37943307,223.79
"Non-dispensing",20.66811757,168.45
"Non-dispensing",27.73627314,152.49
"Non-dispensing",25.13870184,154.35
"Non-dispensing",16.94925929,179.3
"Non-dispensing",10.09497197,163.42
"Non-dispensing",16.14087713,152.59
"Non-dispensing",25.38482372,164.6
"Non-dispensing",14.35934597,180.74
"Non-dispensing",23.00255146,190.6
"Dispensing",11.30109654,257.3
"Non-dispensing",22.31781754,150.38
"Non-dispensing",19.79537608,142.4
"Non-dispensing",31.96046788,181.75
"Non-dispensing",18.04479208,157.41
"Non-dispensing",28.09466693,166.4
"Non-dispensing",27.23588389,140.44
"Dispensing",13.2729567,261.57
"Non-dispensing",11.22200758,187.32
"Dispensing",7.245211052,343.4
"Non-dispensing",6.667380019,134.81
"Dispensing",26.78233282,253.01
"Non-dispensing",7.86482618,122.47
"Non-dispensing",27.33076295,182
"Non-dispensing",24.09871559,163.17
"Dispensing",10.09629952,215.83
"Dispensing",21.59758122,250.78
"Non-dispensing",6.392932083,150.48
"Non-dispensing",21.51822844,148.23
"Non-dispensing",23.84793637,154.57
"Non-dispensing",22.76782386,130.73
"Non-dispensing",24.36559168,145.73
"Non-dispensing",23.69627195,204.14
"Non-dispensing",18.51543727,128.26
"Non-dispensing",30.67075444,172.19
"Non-dispensing",24.56632611,176.71
"Non-dispensing",8.547209414,160.77
"Non-dispensing",24.69468341,171.06
"Non-dispensing",21.15606142,147.89
"Non-dispensing",18.46912652,149.47
"Dispensing",22.53649114,179.82
"Non-dispensing",13.43448636,175.45
"Non-dispensing",11.35183553,168.2
"Non-dispensing",14.54600594,151.96
"Non-dispensing",18.31446581,143.85
"Non-dispensing",12.11256052,143.53
"Non-dispensing",12.2628487,178.31
"Non-dispensing",22.53073075,142.82
"Non-dispensing",12.36520565,152.21
"Non-dispensing",10.59058062,173.65
"Non-dispensing",37.14843122,144.43
"Non-dispensing",33.82049372,142.9
"Non-dispensing",28.67308057,183.04
"Non-dispensing",18.26775874,151.99
"Dispensing",11.76465042,270.71
"Non-dispensing",20.0833373,158.3
"Non-dispensing",10.31507736,164.53
"Non-dispensing",16.21235058,147.46
"Dispensing",19.86357445,378.37
"Non-dispensing",16.86116169,166.69
"Non-dispensing",21.5554804,174.59
"Dispensing",12.91794281,207.18
"Non-dispensing",36.18754007,133.09
"Non-dispensing",9.594986795,196.98
"Non-dispensing",14.08239486,151.95
"Dispensing",8.172550909,328.39
"Dispensing",12.21469198,235.98
"Non-dispensing",16.62771733,158.07
"Non-dispensing",28.11489225,176.75
"Non-dispensing",18.39850397,145.51
"Non-dispensing",24.68091795,169.3
"Non-dispensing",15.29245405,185.07
"Non-dispensing",17.10630987,176.11
"Non-dispensing",9.597857474,148.89
"Non-dispensing",7.454451761,128.1
"Non-dispensing",8.829689487,119.21
"Non-dispensing",16.60494376,143.75
"Non-dispensing",25.48573507,169.67
"Non-dispensing",36.00182535,135.17
"Non-dispensing",22.90799427,183.78
"Dispensing",13.11576146,332.25
"Non-dispensing",36.15004975,290.99
"Non-dispensing",39.69534575,146.97
"Non-dispensing",14.19122303,171.49
"Non-dispensing",29.98990941,156.3
"Non-dispensing",11.10988331,173.35
"Non-dispensing",12.77473494,163.45
"Non-dispensing",25.33581435,152.84
"Dispensing",23.08853378,192.55
"Non-dispensing",25.8205531,119.14
"Non-dispensing",17.98812547,120.19
"Non-dispensing",28.30324957,182.81
"Non-dispensing",12.09220247,192.85
"Non-dispensing",21.30984447,158.92
"Dispensing",18.23147224,185.04
"Dispensing",6.698853439,177.98
"Dispensing",8.196270308,165.43
"Non-dispensing",9.508951056,135.38
"Non-dispensing",30.54897598,139.16
"Non-dispensing",12.53522358,153.78
"Non-dispensing",38.97328055,158.92
"Dispensing",9.487356734,179.19
"Non-dispensing",8.618890828,159.97
"Non-dispensing",21.24706118,142.03
"Dispensing",14.03485076,199.43
"Non-dispensing",15.56816381,195.13
"Non-dispensing",11.58744058,161.3
"Dispensing",10.78870408,279.19
"Dispensing",13.39754413,225.15
"Non-dispensing",29.15667092,175.52
"Non-dispensing",37.76900431,173.52
"Non-dispensing",24.79824814,147.66
"Non-dispensing",10.2489601,130.14
"Dispensing",8.945177118,220.91
"Non-dispensing",27.73170003,148.43
"Non-dispensing",9.108680482,177.97
"Non-dispensing",17.60517261,151.92
"Dispensing",9.387823861,172.17
"Non-dispensing",9.921997322,163.12
"Non-dispensing",23.03065532,154.72
"Non-dispensing",13.78807862,165.96
"Non-dispensing",23.37128464,134.55
"Non-dispensing",10.61532059,144.75
"Non-dispensing",29.03647797,168.28
"Non-dispensing",8.061771272,133.55
"Non-dispensing",19.65932834,151.89
"Non-dispensing",25.56379553,152
"Non-dispensing",13.41971141,172.3
"Non-dispensing",14.11046594,137.62
"Dispensing",8.566154672,192.45
"Non-dispensing",15.53519043,157.15
"Non-dispensing",12.7570674,158.61
"Non-dispensing",14.91669214,161.61
"Dispensing",8.422575855,267.48
"Non-dispensing",16.82752719,134.38
"Non-dispensing",42.68250257,162.35
"Non-dispensing",14.9775809,154.08
"Non-dispensing",10.23221599,156.92
"Non-dispensing",17.48137932,150.17
"Dispensing",10.44634385,227.85
"Non-dispensing",14.94776078,152.71
"Non-dispensing",48.80090151,178.13
"Dispensing",11.0715905,178.73
"Non-dispensing",8.656276347,167.47
"Non-dispensing",9.758203304,150.95
"Non-dispensing",29.57827103,109.44
"Non-dispensing",27.2279682,128.22
"Non-dispensing",16.62741536,150.5
"Non-dispensing",7.973874225,143.56
"Non-dispensing",29.78924126,138.07
"Non-dispensing",13.73720998,168.04
"Non-dispensing",9.878449243,140.02
"Non-dispensing",8.079199827,171.3
"Non-dispensing",11.3243633,167.09
"Non-dispensing",18.37143562,140.5
"Non-dispensing",15.53782284,134.74
"Non-dispensing",20.76253905,159.04
"Non-dispensing",33.15154773,155.99
"Dispensing",13.82280205,179.44
"Dispensing",9.329430676,244.26
"Dispensing",9.208407634,253.74
"Non-dispensing",12.94854503,173.13
"Non-dispensing",20.6645116,148.81
"Non-dispensing",31.284177,155.86
"Non-dispensing",16.43875578,275.38
"Non-dispensing",26.73179584,139.78
"Non-dispensing",35.95267725,138.93
"Non-dispensing",25.18977378,150.28
"Non-dispensing",29.46815871,144.68
"Non-dispensing",28.05076711,175.4
"Dispensing",5.947198813,172.81
"Non-dispensing",36.37359127,155.3
"Non-dispensing",10.60911823,144.69
"Non-dispensing",15.09548993,160.24
"Non-dispensing",11.84074614,126.87
"Non-dispensing",11.5071145,151.19
"Non-dispensing",26.57484416,130.9
"Non-dispensing",43.38647615,184.51
"Dispensing",12.76525633,358.17
"Dispensing",12.74358609,173.92
"Non-dispensing",21.67656868,108.11
"Non-dispensing",30.73970726,154.94
"Dispensing",10.90076295,312.93
"Non-dispensing",12.75377972,70.08
"Non-dispensing",7.319511678,107.96
"Non-dispensing",30.54275685,121.38
"Non-dispensing",31.55084766,142.55
"Non-dispensing",24.06350799,136.49
"Non-dispensing",15.41009736,151.86
"Non-dispensing",17.89264813,161.7
"Non-dispensing",16.02486049,139.92
"Non-dispensing",20.71922324,113.09
"Non-dispensing",13.04731978,128.91
"Non-dispensing",47.37859408,125.51
"Non-dispensing",9.062526668,150.84
"Non-dispensing",14.46284298,114.8
"Non-dispensing",26.65010786,121.62
"Non-dispensing",21.75599541,149.41
"Non-dispensing",48.27606322,130.82
"Non-dispensing",39.15457174,157.58
"Non-dispensing",17.47411477,148.17
"Non-dispensing",6.876822599,115.94
"Non-dispensing",11.20541386,146.7
"Non-dispensing",11.85240588,137.02
"Non-dispensing",25.44127557,134.23
"Non-dispensing",29.3465856,150.46
"Non-dispensing",31.50883092,123.57
"Non-dispensing",12.94401839,135.84
"Dispensing",11.46859852,276.55
"Non-dispensing",10.89179969,135.3
"Non-dispensing",26.22140104,157.98
"Non-dispensing",34.7941471,104.94
"Non-dispensing",14.52176447,147.11
"Non-dispensing",30.67436401,161.9
"Non-dispensing",24.89703735,151.33
"Non-dispensing",25.03779543,114.26
"Non-dispensing",30.85684855,169.87
"Non-dispensing",28.2679393,154.43
"Non-dispensing",29.16026862,138.81
"Non-dispensing",26.40672845,133.22
"Non-dispensing",19.46574469,317.54
"Non-dispensing",25.66388495,162.88
"Non-dispensing",29.45093969,101.81
"Dispensing",7.78812107,189.5
"Dispensing",14.89198656,161.01
"Non-dispensing",22.3062224,139.76
"Dispensing",26.88080512,338.13
"Dispensing",10.56035899,181.93
"Non-dispensing",21.75747709,155.25
"Non-dispensing",33.02050943,144.53
"Non-dispensing",22.72696923,170.56
"Dispensing",13.17051542,182.04
"Dispensing",13.71388741,222.91
"Non-dispensing",29.88316635,144.34
"Dispensing",21.32129322,265.51
"Non-dispensing",37.56797914,157.95
"Dispensing",45.5456367,221.5
"Dispensing",11.60295478,412.7
"Dispensing",14.6750903,171.66
"Dispensing",13.7814782,208.99
"Dispensing",14.2479352,337.68
"Non-dispensing",10.42145665,152.96
"Dispensing",9.278573605,247.06
"Dispensing",20.36246857,232.63
"Dispensing",20.91213914,216.41
"Dispensing",11.45015789,152.42
"Dispensing",25.41742035,476.95
"Dispensing",9.833666015,227.72
"Dispensing",29.78016125,283.9
"Dispensing",17.8397971,414.27
"Dispensing",9.514102311,214.86
"Dispensing",17.39703074,351.29
"Dispensing",10.64951692,196.34
"Dispensing",11.9865221,262.03
"Dispensing",17.77440562,401.88
"Non-dispensing",18.65467604,147.44
"Non-dispensing",22.86545199,155.47
"Dispensing",25.03655057,501.45
"Dispensing",18.22759154,335.33
"Non-dispensing",41.03635833,139.18
"Dispensing",42.18734641,174.2
"Non-dispensing",11.46196365,152.43
"Non-dispensing",18.65640424,140.3
"Dispensing",27.7681453,341.9
"Non-dispensing",34.87399133,120.41
"Dispensing",18.08428916,418.15
"Dispensing",16.06759558,316.95
"Dispensing",9.818339,243
"Dispensing",25.74501372,458.45
"Dispensing",23.41451825,227.05
"Dispensing",20.10288437,234.07
"Non-dispensing",7.617507209,168.12
"Non-dispensing",23.3342331,140.61
"Non-dispensing",23.69173036,171.4
"Dispensing",13.14289772,289.89
"Dispensing",13.21249884,203.09
"Dispensing",24.50930207,273.1
"Non-dispensing",46.55686029,232.4
"Dispensing",20.99800926,243.63
"Dispensing",9.414592922,332.5
"Non-dispensing",28.14254048,144.6
"Non-dispensing",22.16473494,141.27
"Dispensing",17.11731271,383.31
"Non-dispensing",15.88935051,151.72
"Non-dispensing",19.37305698,160.42
"Non-dispensing",22.64030323,138.46
"Non-dispensing",17.69294631,145.59
"Non-dispensing",25.21765372,152.21
"Dispensing",18.22264019,243.52
"Dispensing",24.72507363,270.86
"Dispensing",9.866766141,283.31
"Dispensing",17.86399923,271.44
"Dispensing",25.70281068,396.92
"Dispensing",16.80570092,181.95
"Non-dispensing",23.60950479,121.24
"Non-dispensing",13.50875128,120.27
"Dispensing",14.0807159,262.81
"Dispensing",18.57548187,334.41
"Dispensing",14.86781125,332.58
"Dispensing",25.41586243,447.2
"Dispensing",15.25164451,350.71
"Dispensing",24.09332477,444.76
"Dispensing",15.8480751,285.13
"Non-dispensing",23.31839875,178.54
"Non-dispensing",44.51799314,143.53
"Dispensing",6.315713629,183.97
"Dispensing",18.28266282,336.79
"Non-dispensing",20.96039565,133.33
"Non-dispensing",21.79877099,165.93
"Non-dispensing",23.45221831,140.14
"Non-dispensing",32.76896279,157.84
"Non-dispensing",20.73558008,199.09
"Non-dispensing",24.67783758,172.77
"Non-dispensing",25.19815501,155.96
"Dispensing",9.182950475,201.67
"Non-dispensing",37.11539503,147.59
"Non-dispensing",20.69068847,138.37
"Non-dispensing",29.65118954,146.79
"Non-dispensing",27.7655933,154.38
"Non-dispensing",18.5901336,80.01
"Non-dispensing",26.04201156,163.19
"Dispensing",7.665032827,372.65
"Non-dispensing",16.18694155,154.71
"Non-dispensing",8.213309131,152.73
"Non-dispensing",24.03584148,154.26
"Non-dispensing",14.49089704,128.74
"Non-dispensing",31.46356895,146.75
"Non-dispensing",20.30552453,171.3
"Non-dispensing",16.29657318,147.84
"Non-dispensing",35.70751553,142.44
"Non-dispensing",20.40235036,215.76
"Non-dispensing",31.63068595,185.13
"Non-dispensing",15.65132916,201.99
"Non-dispensing",22.60904064,149.68
"Non-dispensing",17.17343166,176.36
"Non-dispensing",44.69014087,157.63
"Non-dispensing",13.48512499,126.29
"Dispensing",13.56240897,282.36
"Non-dispensing",36.13094111,171.3
"Dispensing",13.43746215,220.7
"Dispensing",7.420132031,212.68
"Non-dispensing",26.24144398,138.32
"Non-dispensing",23.54021782,150.13
"Non-dispensing",17.33708081,156.03
"Non-dispensing",29.3454635,154.03
"Non-dispensing",20.01680766,162.44
"Non-dispensing",34.31978336,147.05
"Non-dispensing",33.47197113,153.91
"Non-dispensing",37.91617316,150.96
"Non-dispensing",43.77090571,160.88
"Non-dispensing",17.72869032,141.6
"Non-dispensing",23.18768629,151.75
"Non-dispensing",20.85659808,162.93
"Non-dispensing",27.0324906,147.82
"Non-dispensing",48.13160731,143.91
"Non-dispensing",28.99161592,161.66
"Non-dispensing",28.31970923,158.93
"Non-dispensing",26.87299138,175.52
"Non-dispensing",32.50810417,144.36
"Non-dispensing",13.68234891,148.62
"Non-dispensing",35.78142073,170.56
"Non-dispensing",6.943794341,169.92
"Non-dispensing",25.02950105,144.37
"Non-dispensing",6.775193747,133.51
"Non-dispensing",24.38080276,196.13
"Non-dispensing",7.123560575,157.39
"Non-dispensing",45.4988913,155.51
"Non-dispensing",35.34050113,152.55
"Non-dispensing",20.14024306,198.62
"Non-dispensing",23.4972923,147.41
"Dispensing",14.79378727,224.26
"Non-dispensing",43.34557334,222.46
"Non-dispensing",41.63921011,176.78
"Non-dispensing",28.96037608,151.15
"Non-dispensing",16.23567126,184.45
"Non-dispensing",9.914932684,136.92
"Non-dispensing",18.24319127,178.37
"Non-dispensing",30.16394838,151.73
"Non-dispensing",9.738687635,140.02
"Non-dispensing",40.92059932,170.83
"Non-dispensing",31.64035941,102.18
"Non-dispensing",9.952313753,142.26
"Non-dispensing",18.58359345,158.73
"Non-dispensing",23.54592222,267.2
"Non-dispensing",31.04836948,182.4
"Non-dispensing",25.01208893,153.43
"Non-dispensing",17.86886209,163.92
"Non-dispensing",37.20909123,37.57
"Non-dispensing",38.57250401,115.23
"Non-dispensing",28.97116359,160.29
"Non-dispensing",18.98157618,142.72
"Non-dispensing",36.85244436,135.78
"Non-dispensing",14.34670953,137.15
"Non-dispensing",39.43385006,137.84
"Non-dispensing",8.105328153,173.79
"Dispensing",9.608644788,150.66
"Non-dispensing",30.72388499,138.92
"Non-dispensing",7.763300499,113.14
"Non-dispensing",15.09949431,148.37
"Non-dispensing",35.74761977,120.78
"Non-dispensing",31.72269389,156.54
"Non-dispensing",34.8058828,143.34
"Dispensing",7.265185984,192.54
"Non-dispensing",19.66186336,140.06
"Non-dispensing",24.05385447,160.7
"Non-dispensing",32.19705938,168.63
"Dispensing",14.0213037,316.93
"Non-dispensing",23.24565026,127.22
"Non-dispensing",14.78691198,149.8
"Non-dispensing",41.64386529,122.17
"Non-dispensing",34.2128113,139.66
"Non-dispensing",25.90858972,138.85
"Non-dispensing",39.35157124,142.72
"Non-dispensing",42.01123266,139.11
"Dispensing",17.84132857,465.78
"Non-dispensing",22.07665072,164.14
"Non-dispensing",42.40402656,150.34
"Non-dispensing",37.82937941,133.11
"Non-dispensing",13.01426462,132.76
"Non-dispensing",6.358554016,128.45
"Non-dispensing",39.55891362,137.97
"Non-dispensing",19.20621438,137.87
"Non-dispensing",25.10395386,87.73
"Non-dispensing",44.42560527,212.41
"Non-dispensing",40.31228188,200.27
"Non-dispensing",39.16270554,177.18
"Dispensing",10.86662037,240.61
"Non-dispensing",29.6919628,167.81
"Non-dispensing",26.65361055,186.92
"Non-dispensing",38.29250604,194.46
"Non-dispensing",26.20395428,177.91
"Non-dispensing",40.62123188,149.9
"Non-dispensing",23.9230612,166.93
"Non-dispensing",30.89968945,161.99
"Non-dispensing",32.50676992,192.19
"Non-dispensing",30.73211325,177.38
"Non-dispensing",37.30873896,167.02
"Non-dispensing",37.04913051,208.65
"Non-dispensing",30.42940387,147.34
"Dispensing",22.9059764,169.99
"Non-dispensing",26.79085245,172.2
"Non-dispensing",40.59859591,209.6
"Non-dispensing",28.83598343,163.24
"Non-dispensing",36.27045705,232.42
"Non-dispensing",30.75649773,150.33
"Non-dispensing",24.31877108,146.05
"Non-dispensing",17.73395517,142.13
"Non-dispensing",34.41402435,182.26
"Non-dispensing",29.50621495,156.56
"Dispensing",11.14504448,202.78
"Non-dispensing",36.9074209,152.16
"Non-dispensing",37.35146892,147.72
